100;8;5;7;28;6;28;0;0;0
200;29;28;27;64;15;64;0;0;0
300;65;57;55;91;21;91;0;0;0
400;115;98;105;112;26;112;0;0;0
500;166;147;160;129;31;129;0;0;0
600;224;205;219;141;33;141;0;0;0
700;289;281;287;156;37;156;0;0;0
800;359;357;362;165;40;165;0;0;0
900;432;437;433;172;42;172;0;0;0
1000;514;521;515;178;43;178;0;0;0
1100;597;601;603;184;45;184;0;0;0
1200;688;687;692;190;47;190;0;0;0
1300;776;773;772;196;49;196;0;0;0
1400;868;863;861;197;51;197;0;0;0
1500;956;955;951;199;52;199;0;0;0
1600;1052;1045;1044;202;53;202;0;0;0
1700;1147;1140;1142;204;53;204;0;0;0
1800;1240;1231;1233;208;54;208;0;0;0
1900;1338;1323;1332;211;56;211;0;0;0
2000;1433;1420;1429;214;58;214;0;0;0
2100;1528;1517;1522;215;59;215;0;0;0
2200;1626;1614;1618;215;59;215;0;0;0
2300;1723;1712;1716;218;61;218;0;0;0
2400;1819;1811;1812;219;61;219;0;0;0
2500;1917;1909;1910;220;61;220;0;0;0
2600;2015;2008;2008;221;62;221;0;0;0
2700;2113;2106;2107;222;62;222;0;0;0
2800;2210;2205;2207;222;62;222;0;0;0
2900;2306;2304;2306;222;62;222;0;0;0
3000;2405;2403;2404;225;62;225;0;0;0
3100;2505;2502;2503;225;62;225;0;0;0
3200;2604;2601;2603;226;63;226;0;0;0
3300;2704;2701;2703;229;64;229;0;0;0
3400;2803;2800;2803;232;65;232;0;0;0
3500;2903;2900;2902;236;68;236;0;0;0
3600;3003;3000;3002;237;68;237;0;0;0
3700;3103;3100;3102;238;68;238;0;0;0
3800;3203;3200;3202;238;68;238;0;0;0
3900;3303;3300;3302;239;68;239;0;0;0
4000;3403;3400;3402;240;69;240;0;0;0
4100;3503;3500;3502;241;69;241;0;0;0
4200;3602;3600;3601;241;69;241;0;0;0
4300;3702;3700;3701;241;69;241;0;0;0
4400;3802;3800;3801;242;70;242;0;0;0
4500;3902;3900;3900;242;70;242;0;0;0
4600;4002;4000;4000;243;71;243;0;0;0
4700;4102;4100;4100;245;72;245;0;0;0
4800;4202;4200;4200;246;72;246;0;0;0
4900;4302;4300;4300;246;72;246;0;0;0
5000;4402;4400;4400;247;72;247;0;0;0
5100;4502;4500;4500;247;72;247;0;0;0
5200;4602;4600;4600;248;72;248;0;0;0
5300;4702;4700;4700;248;72;248;0;0;0
5400;4802;4800;4800;248;72;248;0;0;0
5500;4902;4900;4900;248;72;248;0;0;0
5600;5002;5000;5000;249;73;249;0;0;0
5700;5102;5100;5100;249;73;249;0;0;0
5800;5201;5200;5200;249;73;249;0;0;0
5900;5301;5300;5300;249;73;249;0;0;0
6000;5400;5400;5400;249;73;249;0;0;0
6100;5500;5500;5500;249;73;249;0;0;0
6200;5600;5600;5600;249;73;249;0;0;0
6300;5700;5700;5700;249;73;249;0;0;0
6400;5800;5800;5800;250;74;250;0;0;0
6500;5900;5900;5900;251;75;251;0;0;0
6600;6000;6000;6000;253;75;253;0;0;0
6700;6100;6100;6100;253;75;253;0;0;0
6800;6200;6200;6200;254;75;254;0;0;0
6900;6300;6300;6300;255;75;255;0;0;0
7000;6400;6400;6400;256;75;256;0;0;0
7100;6500;6500;6500;258;76;258;0;0;0
7200;6600;6600;6600;258;76;258;0;0;0
7300;6700;6700;6700;258;76;258;0;0;0
7400;6800;6800;6800;258;76;258;0;0;0
7500;6900;6900;6900;260;76;260;0;0;0
7600;7000;7000;7000;260;76;260;0;0;0
7700;7100;7100;7100;261;76;261;0;0;0
7800;7200;7200;7200;261;76;261;0;0;0
7900;7300;7300;7300;261;76;261;0;0;0
8000;7400;7400;7400;261;76;261;0;0;0
8100;7500;7500;7500;261;76;261;0;0;0
8200;7600;7600;7600;262;77;262;0;0;0
8300;7700;7700;7700;262;77;262;0;0;0
8400;7800;7800;7800;263;78;263;0;0;0
8500;7900;7900;7900;263;78;263;0;0;0
8600;8000;8000;8000;264;78;264;0;0;0
8700;8100;8100;8100;264;78;264;0;0;0
8800;8200;8200;8200;265;78;265;0;0;0
8900;8300;8300;8300;266;79;266;0;0;0
9000;8400;8400;8400;266;79;266;0;0;0
9100;8500;8500;8500;267;79;267;0;0;0
9200;8600;8600;8600;268;80;268;0;0;0
9300;8700;8700;8700;270;81;270;0;0;0
9400;8800;8800;8800;270;81;270;0;0;0
9500;8900;8900;8900;270;81;270;0;0;0
9600;9000;9000;9000;270;81;270;0;0;0
9700;9100;9100;9100;270;81;270;0;0;0
9800;9200;9200;9200;270;81;270;0;0;0
9900;9300;9300;9300;271;82;271;0;0;0
10000;9400;9400;9400;272;83;272;0;0;0
